Rk,player_name,nation,position_1,position_2,Squad,Age,Born,matches_played,starts,minutes_played,90s_played,goals,assists,goal_contributions,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,expected_goals,expected_non_pen_goals,expected_assists,expected_non_pen_goal_contributions,progressive_carries,progressive_passes,progressive_passes_received
305,Darko Gyabi,ENG,MF,,Plymouth Argyle,20.0,2004.0,43,34,2841,31.6,1,2,3,1,0,0,10,0,3.0,3.0,1.4,4.4,55,114,46
306,Hayden Hackney,ENG,MF,,Middlesbrough,22.0,2002.0,43,43,3792,42.1,5,3,8,5,0,0,9,1,4.2,4.2,4.9,9.0,118,440,95
307,Rami Al Hajj,SWE,MF,,Plymouth Argyle,22.0,2001.0,28,18,1374,15.3,3,0,3,3,0,0,1,0,1.8,1.8,0.9,2.8,16,50,61
308,Ali Al Hamadi,IRQ,FW,,Stoke City,22.0,2002.0,15,11,829,9.2,2,0,2,2,0,0,2,0,2.7,2.7,0.6,3.3,18,10,46
309,Gustavo Hamer,NED,FW,MF,Sheffield Utd,27.0,1997.0,41,36,3124,34.7,9,7,16,9,0,0,13,0,5.9,5.8,9.3,15.1,56,223,166
310,Micah Hamilton,ENG,FW,,Middlesbrough,20.0,2003.0,13,2,316,3.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,21,22,39
311,Grant Hanley,SCO,DF,,Norwich City,32.0,1991.0,3,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
312,Ryan Hardie,SCO,FW,MF,Plymouth Argyle,27.0,1997.0,37,28,2265,25.2,10,3,13,7,3,3,0,0,12.1,9.9,1.6,11.5,27,19,96
313,Wes Harding,JAM,DF,,Millwall,27.0,1996.0,5,2,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,4,11
314,Marcus Harness,ENG,MF,FW,Derby County,28.0,1996.0,41,26,2356,26.2,4,3,7,4,0,0,11,0,3.8,3.8,1.9,5.7,26,81,111
315,Mark Harris,WAL,FW,,Oxford United,25.0,1998.0,46,34,2893,32.1,6,3,9,6,0,0,3,0,7.4,7.4,1.1,8.5,19,22,102
316,Daiki Hashioka,JPN,DF,,Luton Town,25.0,1999.0,17,12,1204,13.4,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.9,9,23,27
317,Joseph Hatch,WAL,MF,,Plymouth Argyle,17.0,2006.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
318,Ryo Hatsuse,JPN,DF,MF,Sheffield Weds,27.0,1997.0,6,5,348,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,10,10,11
319,Isaac Hayden,JAM,MF,,Portsmouth,29.0,1995.0,17,12,936,10.4,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,2,22,19
320,Conor Hazard,NIR,GK,,Plymouth Argyle,26.0,1998.0,25,25,2250,25.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0
321,Ryan Hedges,WAL,FW,,Blackburn,29.0,1995.0,42,33,2561,28.5,1,2,3,1,0,0,4,0,2.8,2.8,2.7,5.5,77,98,176
322,Torbjørn Heggem,NOR,DF,,West Brom,25.0,1999.0,45,45,4010,44.6,1,2,3,1,0,0,3,0,2.0,2.0,1.5,3.6,26,98,46
323,Michał Helik,POL,DF,,Oxford United,28.0,1995.0,20,20,1800,20.0,5,0,5,5,0,0,4,0,3.1,3.1,0.5,3.5,3,24,8
324,Onel Hernández,CUB,FW,MF,Norwich City,31.0,1993.0,23,5,639,7.1,0,3,3,0,0,0,2,0,0.8,0.8,1.0,1.8,41,13,88
325,Brad Hills,ENG,DF,,Norwich City,20.0,2004.0,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
326,Yu Hirakawa,JPN,FW,MF,Bristol City,23.0,2001.0,36,17,1657,18.4,2,2,4,2,0,0,0,0,2.5,2.5,2.1,4.5,72,57,186
327,Václav Hladký,CZE,GK,,Burnley,33.0,1990.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
328,Rob Holding,ENG,DF,,Sheffield Utd,28.0,1995.0,10,4,420,4.7,0,1,1,0,0,0,1,0,0.3,0.3,0.7,1.0,0,20,1
329,Mason Holgate,JAM,DF,,West Brom,27.0,1996.0,26,21,1983,22.0,1,1,2,1,0,0,2,0,1.1,1.1,1.2,2.2,5,47,6
330,Duane Holmes,USA,MF,FW,Preston,29.0,1994.0,29,6,835,9.3,1,1,2,1,0,0,4,0,0.3,0.3,1.9,2.3,31,49,46
331,Tom Holmes,ENG,DF,,Luton Town,24.0,2000.0,18,15,1316,14.6,1,1,2,1,0,0,4,1,0.7,0.7,0.9,1.6,1,48,7
332,George Honeyman,ENG,MF,FW,Millwall,29.0,1994.0,40,28,2422,26.9,2,5,7,2,0,0,7,0,3.7,3.7,4.5,8.2,17,70,117
333,Ethan Horvath,USA,GK,,Cardiff City,29.0,1995.0,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
334,Jordan Houghton,ENG,MF,,Plymouth Argyle,28.0,1995.0,30,15,1526,17.0,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,3,30,11
335,Andreas Hountondji,BEN,FW,MF,Burnley,22.0,2002.0,9,2,209,2.3,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,3,2,10
336,Jonny Howson,ENG,DF,MF,Middlesbrough,36.0,1988.0,21,15,1396,15.5,1,0,1,1,0,0,0,0,0.3,0.3,0.6,0.8,16,93,16
337,Andrew Hughes,WAL,DF,,Preston,32.0,1992.0,40,36,3236,36.0,0,1,1,0,0,0,8,0,0.5,0.5,1.0,1.6,42,121,54
338,Charlie Hughes,ENG,DF,,Hull City,20.0,2003.0,27,26,2345,26.1,1,1,2,1,0,0,9,0,0.5,0.5,0.5,1.0,23,92,4
339,Trai Hume,NIR,DF,,Sunderland,22.0,2002.0,44,43,3810,42.3,3,6,9,3,0,0,11,1,2.0,2.0,6.8,8.9,63,217,138
340,Bashir Humphreys,ENG,DF,,Burnley,21.0,2003.0,25,20,1777,19.7,1,2,3,1,0,0,3,1,0.6,0.6,0.9,1.5,36,87,55
341,Shaun Hutchinson,ENG,DF,,Millwall,33.0,1990.0,9,4,396,4.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,10,4
342,Dominic Hyam,SCO,DF,,Blackburn,28.0,1995.0,46,46,4140,46.0,2,2,4,2,0,0,5,0,2.8,2.8,0.7,3.5,8,66,6
343,Adam Idah,IRL,FW,,Norwich City,23.0,2001.0,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,4
344,Kelechi Iheanacho,NGA,FW,MF,Middlesbrough,27.0,1996.0,15,9,765,8.5,1,2,3,1,0,0,0,0,2.0,2.0,0.7,2.8,12,24,40
345,Michael Ihiekwe,ENG,DF,,Sheffield Weds,31.0,1992.0,22,20,1821,20.2,2,0,2,2,0,0,2,0,1.7,1.7,0.3,2.0,5,31,7
346,Samuel Iling-Junior,ENG,DF,FW,Middlesbrough,20.0,2003.0,16,11,1057,11.7,1,2,3,1,0,0,2,0,0.5,0.5,2.3,2.8,47,47,76
347,Tom Ince,ENG,MF,FW,Watford,32.0,1992.0,32,13,1289,14.3,1,1,2,0,1,1,1,0,2.5,1.7,2.3,4.0,23,42,29
348,Svante Ingelsson,SWE,MF,FW,Sheffield Weds,26.0,1998.0,35,19,1692,18.8,1,5,6,1,0,0,5,0,2.5,2.5,4.3,6.8,31,44,87
349,Matt Ingram,ENG,GK,,Oxford United,30.0,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
350,Dominic Iorfa,ENG,DF,,Sheffield Weds,29.0,1995.0,22,17,1435,15.9,1,0,1,1,0,0,4,0,1.0,1.0,0.4,1.4,8,27,13
351,Wilson Isidor,FRA,FW,,Sunderland,23.0,2000.0,43,34,3112,34.6,12,2,14,12,0,2,9,0,15.4,13.8,3.8,17.6,35,23,128
352,Frederick Issaka,WAL,FW,MF,Plymouth Argyle,18.0,2006.0,19,3,596,6.6,1,0,1,1,0,0,0,1,0.7,0.7,0.1,0.8,15,8,42
353,Mihailo Ivanović,SRB,FW,MF,Millwall,19.0,2004.0,37,23,2176,24.2,12,0,12,11,1,1,2,0,8.4,7.6,1.3,9.0,10,40,107
354,Kayden Jackson,ENG,FW,DF,Derby County,30.0,1994.0,46,28,2575,28.6,3,2,5,3,0,0,6,0,5.2,5.2,1.9,7.1,39,30,164
355,Matty Jacob,ENG,DF,,Hull City,23.0,2001.0,8,4,447,5.0,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,1,22,4
356,Daniel James,WAL,FW,,Leeds United,26.0,1997.0,36,30,2609,29.0,12,9,21,12,0,0,4,0,10.4,10.4,8.7,19.1,117,100,301
357,William Jarvis,ENG,MF,FW,Hull City,21.0,2002.0,6,0,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,8,19
358,Daniel Jebbison,CAN,FW,,Watford,20.0,2003.0,13,3,387,4.3,0,0,0,0,0,0,2,0,1.6,1.6,0.2,1.9,5,4,21
359,Lukas Jensen,DEN,GK,,Millwall,25.0,1999.0,41,41,3689,41.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
360,Eom Jisung,KOR,FW,MF,Swansea City,22.0,2002.0,37,28,2287,25.4,3,2,5,3,0,0,2,0,6.1,6.1,3.2,9.3,55,62,178
361,Viktor Johansson,SWE,GK,,Stoke City,25.0,1998.0,46,46,4140,46.0,0,0,0,0,0,0,4,0,0.0,0.0,0.3,0.3,0,0,0
362,Daniel Johnson,JAM,FW,,Stoke City,31.0,1992.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
363,Joseph Johnson,ENG,DF,,Luton Town,18.0,2006.0,8,5,470,5.2,0,0,0,0,0,0,3,1,0.0,0.0,0.2,0.2,4,22,8
364,Marvin Johnson,ENG,DF,MF,Sheffield Weds,33.0,1990.0,41,30,2795,31.1,0,2,2,0,0,0,3,0,0.8,0.8,5.2,6.0,73,133,148
365,Michael Johnston,IRL,FW,MF,West Brom,25.0,1999.0,40,25,2069,23.0,3,5,8,3,0,0,3,0,3.9,3.9,4.4,8.3,134,119,181
366,Alfie Jones,CAN,DF,,Hull City,26.0,1997.0,41,37,3389,37.7,0,0,0,0,0,0,8,0,0.5,0.5,0.7,1.2,20,132,4
367,Harrison Jones,ENG,MF,,Sunderland,19.0,2004.0,4,2,132,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,2,6,10
368,Isaiah Jones,GUY,FW,,Middlesbrough,25.0,1999.0,21,8,796,8.8,0,0,0,0,0,0,1,0,1.7,1.7,2.2,3.8,29,33,89
369,Isaiah Jones,GUY,DF,MF,Luton Town,25.0,1999.0,17,16,1310,14.6,2,0,2,2,0,0,4,0,1.3,1.3,0.3,1.6,40,42,66
370,Kyle Joseph,SCO,FW,,Hull City,22.0,2001.0,16,13,1009,11.2,0,0,0,0,0,0,0,0,2.2,2.2,0.9,3.1,18,10,54
371,Mateo Joseph,ESP,FW,,Leeds United,20.0,2003.0,39,11,1285,14.3,3,3,6,3,0,0,0,0,5.1,5.1,1.9,7.0,20,24,66
372,Mads Juel Andersen,DEN,DF,,Luton Town,26.0,1997.0,8,5,410,4.6,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,0,8,1
373,Bae Junho,KOR,FW,MF,Stoke City,20.0,2003.0,45,37,3260,36.2,3,5,8,3,0,0,5,0,5.1,5.0,5.0,9.9,84,116,219
374,Matěj Jurásek,CZE,FW,MF,Norwich City,20.0,2003.0,2,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,9
375,Abdoulaye Kamara,GUI,MF,FW,Portsmouth,19.0,2004.0,5,0,124,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,9,3
376,Abu Kamara,ENG,FW,,Norwich City,21.0,2003.0,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5
377,Abu Kamara,ENG,FW,MF,Hull City,21.0,2003.0,36,25,2256,25.1,5,3,8,5,0,0,1,0,4.8,4.8,4.4,9.2,81,34,209
378,Thomas Kaminski,BEL,GK,,Luton Town,31.0,1992.0,45,45,3990,44.3,0,1,1,0,0,0,5,1,0.0,0.0,0.1,0.1,0,3,0
379,Wilfried Kanga,CIV,FW,,Cardiff City,26.0,1998.0,15,5,458,5.1,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,4,7,19
380,Augustus Kargbo,SLE,FW,,Blackburn,24.0,1999.0,8,2,186,2.1,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,9,6,13
381,Nikola Katić,BIH,DF,,Plymouth Argyle,27.0,1996.0,15,14,1223,13.6,1,0,1,1,0,0,2,0,1.4,1.4,0.1,1.5,4,17,3
382,Edo Kayembe,COD,MF,FW,Watford,26.0,1998.0,44,37,3196,35.5,8,1,9,6,2,2,11,1,6.3,4.8,1.3,6.1,42,115,121
383,Will Keane,IRL,FW,MF,Preston,31.0,1993.0,27,13,1124,12.5,3,0,3,3,0,0,0,0,2.8,2.8,0.6,3.4,1,24,48
384,Kévin Keben Biakolo,CMR,DF,,Watford,20.0,2004.0,6,3,256,2.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,2,0
385,Daniel Kelly,SCO,MF,,Millwall,18.0,2005.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
386,Kaine Kesler-Hayden,ENG,DF,FW,Preston,21.0,2002.0,44,41,3670,40.8,2,3,5,2,0,0,6,0,2.8,2.8,2.8,5.6,127,135,193
387,Josh Key,ENG,DF,,Swansea City,24.0,1999.0,45,39,3469,38.5,1,3,4,1,0,0,3,0,1.3,1.3,2.8,4.2,119,193,160
388,Ben Killip,ENG,GK,,Portsmouth,28.0,1995.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
389,Peter Kioso,COD,DF,,Oxford United,25.0,1998.0,30,26,2302,25.6,0,1,1,0,0,0,6,0,0.6,0.6,0.4,0.9,21,74,38
390,Liam Kitching,ENG,DF,,Coventry City,24.0,1999.0,27,26,2284,25.4,0,1,1,0,0,0,7,0,1.5,1.5,1.3,2.8,17,90,8
391,Jason Knight,IRL,MF,,Bristol City,23.0,2001.0,46,46,4140,46.0,3,6,9,3,0,0,6,0,3.6,3.6,5.0,8.7,74,336,80
392,Olaf Kobacki,POL,FW,MF,Sheffield Weds,23.0,2001.0,12,4,369,4.1,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,12,10,25
393,Luca Koleosho,ITA,FW,MF,Burnley,19.0,2004.0,28,20,1677,18.6,2,0,2,2,0,0,4,0,1.9,1.9,2.4,4.3,84,66,185
394,Rayan Kolli,ALG,FW,,QPR,19.0,2005.0,20,9,822,9.1,4,2,6,4,0,0,2,0,1.6,1.6,1.2,2.9,10,10,46
395,Lewis Koumas,WAL,FW,MF,Stoke City,18.0,2005.0,43,26,2441,27.1,3,2,5,3,0,0,5,0,5.0,5.0,1.8,6.8,70,29,166
396,Ronan Kpakio,WAL,DF,,Cardiff City,17.0,2007.0,3,1,108,1.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,4,6
397,Tom Krauß,GER,MF,,Luton Town,23.0,2001.0,23,20,1601,17.8,2,4,6,2,0,0,1,0,0.9,0.9,2.5,3.3,17,65,49
398,Paddy Lane,NIR,MF,FW,Portsmouth,23.0,2001.0,22,13,1074,11.9,1,1,2,1,0,0,2,0,1.1,1.1,1.4,2.5,16,25,51
399,Callum Lang,ENG,MF,FW,Portsmouth,25.0,1998.0,32,28,2438,27.1,10,2,12,8,2,2,9,0,9.7,8.1,2.3,10.4,56,59,137
400,Sondre Langås,NOR,DF,,Derby County,23.0,2001.0,14,13,1118,12.4,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,1,31,2
401,Macaulay Langstaff,ENG,FW,,Millwall,27.0,1997.0,34,14,1388,15.4,1,2,3,1,0,0,0,0,3.9,3.9,1.6,5.5,21,15,70
402,Will Lankshear,ENG,FW,,West Brom,19.0,2005.0,11,4,350,3.9,0,0,0,0,0,0,2,0,1.4,1.4,0.0,1.4,0,2,13
403,Yasser Larouci,ALG,DF,MF,Watford,23.0,2001.0,39,26,2136,23.7,0,3,3,0,0,0,3,0,0.9,0.9,4.7,5.6,72,70,149
404,Joël Latibeaudière,JAM,DF,,Coventry City,24.0,2000.0,33,29,2574,28.6,0,0,0,0,0,0,5,0,0.9,0.9,1.4,2.3,16,81,10
405,Emmanuel Latte Lath,CIV,FW,,Middlesbrough,25.0,1999.0,29,20,1765,19.6,11,3,14,9,2,2,3,0,10.6,9.0,2.3,11.3,30,24,98
406,Josh Laurent,ENG,MF,,Stoke City,29.0,1995.0,3,3,270,3.0,0,0,0,0,0,0,3,0,0.0,0.0,0.8,0.8,4,16,4
407,Josh Laurent,ENG,MF,,Burnley,29.0,1995.0,42,25,2451,27.2,2,2,4,2,0,0,4,0,3.2,3.2,3.2,6.3,38,109,89
408,Mohammed Lawal,IRL,DF,MF,Stoke City,21.0,2003.0,7,1,206,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,4,4
409,Dylan Lawlor,WAL,DF,,Cardiff City,18.0,2006.0,1,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
410,Enzo Le Fée,FRA,FW,MF,Sunderland,24.0,2000.0,15,11,1001,11.1,1,1,2,1,0,0,2,0,0.9,0.9,2.3,3.2,47,51,106
411,Tom Leahy,ENG,FW,,Millwall,20.0,2004.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
412,Ryan Ledson,ENG,MF,,Preston,26.0,1997.0,26,14,1211,13.5,1,1,2,1,0,0,7,0,0.9,0.9,1.6,2.5,2,59,26
413,Greg Leigh,JAM,DF,,Oxford United,29.0,1994.0,34,24,2338,26.0,6,1,7,6,0,0,1,0,3.2,3.2,2.0,5.2,31,73,76
414,Harry Leonard,ENG,FW,MF,Blackburn,20.0,2003.0,9,0,149,1.7,1,0,1,1,0,0,0,0,1.6,1.6,0.3,1.9,1,2,11
415,Ryan Leonard,ENG,DF,,Millwall,32.0,1992.0,33,29,2631,29.2,0,1,1,0,0,0,8,0,0.9,0.9,2.2,3.1,32,120,68
416,Lincoln,BRA,FW,MF,Hull City,25.0,1998.0,11,4,420,4.7,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,0,12,26
417,Liam Lindsay,SCO,DF,,Preston,28.0,1995.0,35,29,2609,29.0,1,1,2,1,0,0,10,2,2.0,2.0,0.7,2.7,0,54,7
418,Alfie Lloyd,ENG,FW,MF,QPR,21.0,2003.0,27,4,747,8.3,2,0,2,2,0,0,4,0,1.4,1.4,0.9,2.3,21,11,51
419,Ben Lloyd,WAL,MF,FW,Swansea City,19.0,2005.0,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2
420,George Long,ENG,GK,,Norwich City,30.0,1993.0,9,8,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
421,Sam Long,ENG,DF,,Oxford United,29.0,1995.0,24,18,1657,18.4,1,1,2,1,0,0,2,0,0.9,0.9,0.7,1.6,10,43,10
422,Ryan Longman,ENG,FW,MF,Hull City,23.0,2000.0,9,6,478,5.3,1,0,1,1,0,0,0,0,1.7,1.7,0.8,2.5,17,7,49
423,Imran Louza,MAR,MF,,Watford,25.0,1999.0,33,30,2677,29.7,2,5,7,2,0,0,11,0,2.0,2.0,4.2,6.2,34,175,45
424,Jamal Lowe,JAM,FW,MF,Sheffield Weds,30.0,1994.0,24,12,960,10.7,3,2,5,3,0,0,2,0,3.0,3.0,0.3,3.3,15,25,54
425,Max Lowe,ENG,DF,,Sheffield Weds,27.0,1997.0,34,31,2684,29.8,0,0,0,0,0,0,2,0,0.0,0.0,0.8,0.8,14,100,30
426,Nathan Lowe,ENG,FW,MF,Stoke City,18.0,2005.0,10,5,468,5.2,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.5,3,6,19
427,Lucas,BRA,DF,,Burnley,23.0,2001.0,34,32,2794,31.0,0,2,2,0,0,0,7,0,1.0,1.0,2.1,3.1,65,106,131
428,Nicolas Madsen,DEN,MF,FW,QPR,24.0,2000.0,31,20,1753,19.5,3,3,6,2,1,1,2,0,2.8,2.0,2.8,4.8,13,84,56
429,Lucien Mahovo,ENG,DF,,Norwich City,19.0,2005.0,8,6,524,5.8,0,0,0,0,0,0,0,0,0.5,0.5,1.2,1.7,7,22,29
430,Josh Maja,NGA,FW,,West Brom,25.0,1998.0,26,26,2056,22.8,12,2,14,12,0,0,2,0,10.0,10.0,2.6,12.7,16,45,83
431,Christ Makosso,CGO,DF,,Luton Town,20.0,2004.0,13,12,956,10.6,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.5,2,23,1
432,Million Manhoef,NED,FW,MF,Stoke City,22.0,2002.0,34,28,2422,26.9,5,5,10,5,0,0,1,0,7.8,7.8,6.4,14.2,82,78,166
433,Sivert Mannsverk,NOR,MF,,Cardiff City,22.0,2002.0,14,12,1004,11.2,0,1,1,0,0,0,4,0,0.3,0.3,1.1,1.4,11,60,13
434,Benson Manuel,ANG,MF,FW,Burnley,27.0,1997.0,3,0,46,0.5,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,5,4,11
435,Emiliano Marcondes,DEN,MF,FW,Norwich City,29.0,1995.0,33,25,2280,25.3,5,6,11,5,0,0,5,0,5.6,5.6,3.3,8.9,29,114,115
436,Ephron Mason-Clark,ENG,FW,MF,Coventry City,24.0,1999.0,30,17,1630,18.1,5,5,10,5,0,0,2,0,6.5,6.5,5.4,11.8,77,29,158
437,Han-Noah Massengo,FRA,MF,,Burnley,23.0,2001.0,8,1,97,1.1,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,0,2,2
438,Zavier Massiah,ENG,FW,,Watford,17.0,2007.0,4,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3
439,Eliot Matazo,BEL,MF,,Hull City,22.0,2002.0,6,4,300,3.3,1,0,1,1,0,0,1,0,0.2,0.2,0.5,0.7,8,16,6
440,Alex Matos,ENG,MF,,Oxford United,19.0,2004.0,20,10,933,10.4,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.4,12,18,22
441,Hayden Matthews,AUS,DF,,Portsmouth,20.0,2004.0,6,3,318,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,14,1
442,Eliezer Mayenda,ESP,FW,MF,Sunderland,19.0,2005.0,37,22,2155,23.9,8,5,13,8,0,0,2,0,10.1,10.1,4.0,14.1,82,32,158
443,Fally Mayulu,FRA,FW,,Bristol City,22.0,2002.0,15,3,402,4.5,2,0,2,2,0,0,0,0,1.9,1.9,0.0,1.9,5,5,25
444,Sam McCallum,ENG,DF,MF,Sheffield Utd,23.0,2000.0,33,9,1057,11.7,2,0,2,2,0,0,1,0,1.5,1.5,0.6,2.1,12,38,54
445,Alistair McCann,NIR,MF,,Preston,24.0,1999.0,29,28,2418,26.9,1,0,1,1,0,0,9,0,2.0,2.0,0.5,2.5,12,78,40
446,Ruairi Mcconville,NIR,DF,,Norwich City,19.0,2005.0,8,3,205,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,9,2
447,George McCormick,ENG,FW,,Middlesbrough,19.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
448,Ross McCrorie,SCO,DF,MF,Bristol City,26.0,1998.0,23,18,1475,16.4,5,0,5,5,0,0,10,1,2.6,2.6,1.5,4.1,23,26,106
449,Josh McEachran,ENG,MF,,Oxford United,31.0,1993.0,12,6,508,5.6,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,2,8,1
450,Kyle McFadzean,SCO,FW,,Blackburn,37.0,1987.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
451,Riley McGree,AUS,FW,,Middlesbrough,25.0,1998.0,17,11,943,10.5,1,5,6,1,0,0,2,0,2.6,2.6,3.1,5.7,18,61,73
452,Marcus McGuane,ENG,MF,,Bristol City,25.0,1999.0,21,11,1063,11.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,21,41,15
453,Mark McGuinness,IRL,DF,,Luton Town,23.0,2001.0,43,41,3753,41.7,3,3,6,3,0,0,4,0,3.6,3.6,1.5,5.1,1,83,11
454,Tom McIntyre,SCO,DF,,Portsmouth,25.0,1998.0,12,11,1019,11.3,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,6,22,3
455,Kenny McLean,SCO,MF,DF,Norwich City,32.0,1992.0,34,33,2994,33.3,0,4,4,0,0,0,6,1,0.6,0.6,3.6,4.2,51,190,38
456,Sean McLoughlin,IRL,DF,,Hull City,27.0,1996.0,37,37,3213,35.7,0,1,1,0,0,0,6,0,1.6,1.6,0.9,2.5,32,158,42
457,Paddy McNair,NIR,DF,,West Brom,29.0,1995.0,2,2,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
